,0
0,2462.1666358852526
1,-3441.568578037666
2,-375.80442320893053
3,-665.6790872726124
4,1844.9172644321807
5,993.2679736786522
6,120.40638432488777
7,-225.61920727672987
8,914.6937245677691
9,1560.4082796120783
10,-256.32592885789927
11,-1186.637776142219
12,494.47600294684526
13,94.43331633030903
14,-899.0624928227626
15,472.010622597998
16,-1891.0243016366148
17,-894.8848851355724
18,2071.3127519639675
19,-1623.0409369842382
20,-558.2927293535322
21,-469.92938405426685
22,1143.643064776319
23,-25.14937314565759
24,2086.6752368104644
25,-3231.4245559574338
26,1031.4161017033039
27,-3077.8831827963004
28,1557.9428136289353
29,-2072.73584963358
30,-864.3852569597075
31,229.77880299650133
32,354.0672716470435
33,-37.171351641765796
34,1985.7868281559786
35,1451.1131011561956
36,-629.4354111728026
37,329.0871678767726
38,-392.49125215865206
39,-62.095447589294054
40,-107.65869392454624
41,-209.79464910330717
42,129.9747969622258
43,-83.53645349282306
44,688.7870234622387
45,6.4878459454048425
46,-577.6483388752677
47,-201.40160305448808
48,-340.3614510115003
49,-334.7016768611502
50,816.253588275169
51,-762.1074954918586
52,1049.3974624385592
53,272.30187956173904
54,-642.1580617903965
55,1614.6406956790015
56,-2798.6485490032937
57,-1795.1589278533356
58,2457.620560379233
59,2701.585066530388
60,1451.9110942922998
61,57.319887918187305
