,0
0,-5438.419531902298
1,-576.0253206652123
2,-2624.3087344677188
3,-1480.9733551973477
4,-3118.9401463642716
5,-2938.1894467850216
6,-8300.152902677422
7,11065.69828958949
8,-4102.75217555929
9,-16649.71902657696
10,7236.517634018324
11,-4436.75488400762
12,14039.57446660311
13,10739.944497615099
14,578.8347360210028
15,-1728.0266626116354
16,-2511.54478499759
17,-1079.2186305113137
18,-1154.6596795865335
19,-315.3970502172597
20,-233.26078214449808
21,1261.8568624309264
22,-1154.0617815605365
23,-453.32938564009964
24,0.0
25,0.0
26,64.88414652901702
27,-87.67865922162309
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,11.366874688770622
34,105.31000041100197
35,-152.9360517479945
36,-55.46827996033244
37,-738.1201122936327
38,388.67227878118865
39,2295.8311555627733
40,178.60403538495302
41,-654.6262468595523
42,-202.82088985992596
43,2173.474003240466
44,-9.977631879970431
45,1766.0731958027463
46,-3832.507838905789
47,4505.924794667866
48,1612.6497242569458
49,-1544.8007303953636
50,-899.4943258026615
51,9657.163786317222
52,-1656.7634195224382
53,-3950.358582435176
54,-1039.6166100525297
55,-1389.10751487175
56,1020.6388750362676
57,-2880.593248498393
58,6582.227254879894
59,-5340.103571663611
60,363.71194743481465
61,8578.118082515663
