,0
0,2709.2757626541425
1,3461.636295508826
2,-3701.7379683479667
3,-68.30331167113036
4,5662.343965485692
5,5865.399963564705
6,973.3124660679605
7,613.8875104533508
8,2359.2632826156914
9,4625.679998124251
10,3502.5627098991536
11,2457.7746127622668
12,7006.7870593522675
13,4338.30314351921
14,14001.464881537948
15,1840.2085463916883
16,-1216.6723905038089
17,2980.236360618379
18,-9601.516330982558
19,638.7115484941751
20,2154.1854202186223
21,633.239793646615
22,3727.6474282217678
23,-3951.6053425157443
24,-524.0996016839053
25,3951.981103540398
26,-4926.220987823093
27,-1526.7912517541554
28,2675.1703207059763
29,3757.782209448749
30,-10506.054348113714
31,25820.200093903113
32,-8234.353366079507
33,6942.936770264758
34,6590.688842304051
35,-4141.872311634477
36,2180.9910438838415
37,2761.2043689955026
38,11653.95718106255
39,4020.9843754917383
40,12916.081618326716
41,-925.009818774648
42,11573.179691882106
43,-5393.248756334651
44,-2683.5848296738695
45,1403.5562528457958
46,6427.2502688381355
47,-1642.3067248696461
48,5258.915645998437
49,5948.035492046969
50,-4318.136447698111
51,4179.379932026379
52,8238.765682904981
53,4297.1513182027265
54,2314.5355029166676
55,533.8664361895062
56,-1492.2478352130856
57,6657.82979761553
58,744.548879470909
59,851.5408984734677
60,-5819.0968566094525
61,954.477402909426
