0,1000000.0
1,1000072.3529766644
2,997958.2548302443
3,993355.5495239625
4,990964.6758886535
5,991036.9979516588
6,994054.1018283142
7,987868.3869418134
8,995127.3906525897
9,982732.2063621473
10,981344.3785791788
11,972288.6001525498
12,975928.7212281675
13,983827.1519378687
14,976154.3232760353
15,985752.6652099176
16,977918.9829454856
17,984528.2158622826
18,999328.2361909881
19,997765.5530993731
20,985977.9663764373
21,996231.0973154586
22,999397.3304210964
23,987199.3147259486
24,983332.6100926206
25,979896.4060499978
26,974093.6081007279
27,962841.318892322
28,979516.8571802268
29,989625.0332968069
30,1006567.3192475062
31,1005392.947481788
32,1002812.7158824886
33,1014446.9835848857
34,999529.0644421019
35,1002781.2589925238
36,1013823.2237993799
37,1010861.9715628775
38,1003025.5670216292
39,1024201.3328295206
40,1027021.6960940924
41,1028978.644694815
42,1032291.8294183657
43,1040741.2210058332
44,1032491.3448781029
45,1038836.554408655
46,1039812.6780448549
47,1050446.7293506346
48,1052662.9546231593
49,1054775.5738292946
50,1060993.4891919135
51,1072314.9699506548
52,1080726.92767644
53,1079999.629265256
54,1078232.1316352861
55,1068577.8506651558
56,1069855.881633676
57,1069544.8533370625
58,1074057.0347217352
59,1075612.2591613417
60,1072122.0729417736
61,1073237.9418806867
62,1067418.4634527338
0,1067418.4634527338
1,1070369.5300487513
2,1062141.3693472494
3,1066950.192791986
4,1063843.7771568752
5,1077007.4258904685
6,1087075.854030778
7,1088747.6610062635
8,1085559.9553563232
9,1092647.1150803324
10,1102490.3420693441
11,1106028.1239386464
12,1101674.0467525988
13,1102350.3558618848
14,1098111.2043840264
15,1102702.113924929
16,1107518.0298012896
17,1092664.9444869857
18,1090079.2854424599
19,1095602.4147867595
20,1084312.9322452545
21,1074725.0777468777
22,1076457.0766126658
23,1080350.754095556
24,1073305.215142209
25,1088242.427931463
26,1078978.2793292922
27,1078709.8103064145
28,1067752.7513917587
29,1079158.2821103449
30,1067797.2995113677
31,1072933.0873960191
32,1060290.6469171536
33,1066079.1513123808
34,1066220.3982441428
35,1079709.3235455577
36,1092973.7540485167
37,1090403.312418715
38,1093510.6902739506
39,1089661.3583485484
40,1090272.8487076082
41,1093343.2077473945
42,1093326.1439578978
43,1103844.950069846
44,1106754.1500001166
45,1114258.7938896394
46,1110692.0822709522
47,1098592.245419653
48,1088447.8592293516
49,1079423.4555697609
50,1076935.0287833991
51,1082443.201655593
52,1079735.8337317787
53,1087852.0552031747
54,1089900.292667129
55,1085384.795165244
56,1104532.1123117893
57,1063154.1421695377
58,1045980.2298301876
59,1061418.7933007334
60,1081539.7108940864
61,1096334.2236385858
62,1095664.0395966796
0,1095664.0395966796
1,1090339.1893756695
2,1086180.156515759
3,1103145.171967258
4,1106814.540795438
5,1116851.8320877603
6,1119413.9935469073
7,1124255.4066245034
8,1127657.9608603655
9,1125091.5977183294
10,1128745.1429033275
11,1131439.1541965508
12,1127514.567949192
13,1129441.3697113302
14,1118230.629353017
15,1126301.569591625
16,1133111.711125194
17,1133091.8443795717
18,1134065.4432988614
19,1129209.733286567
20,1123004.1585645888
21,1127672.2866936696
22,1126698.6948599105
23,1134960.589780452
24,1136365.3627375872
25,1135418.582492383
26,1132387.604689083
27,1139078.7465753397
28,1137761.3454462606
29,1140827.000632752
30,1136780.7714107817
31,1138275.825072068
32,1140663.7225305706
33,1139071.1619640782
34,1137111.681151327
35,1137822.5170162753
36,1130154.4563162306
37,1122061.4763195703
38,1117072.0083549933
39,1122799.9783893924
40,1116520.4845627858
41,1110003.5663635924
42,1109714.8746423447
43,1115703.4620377023
44,1117520.693622657
45,1116694.7938835705
46,1117668.9631422523
47,1092842.4480537202
48,1106742.7008721284
49,1089792.4547646646
50,1086133.2718310868
51,1096596.0744490286
52,1096027.8997070554
53,1095132.9304776315
54,1093530.9755350377
55,1110091.2448928053
56,1116676.2305523881
57,1109994.249405756
58,1102969.9045356617
59,1109871.4514925748
60,1118735.7952822512
61,1107295.4474631187
62,1118790.021707154
0,1118790.021707154
1,1105898.0474425526
2,1110887.0450013785
3,1106449.8212280076
4,1104511.7280611715
5,1112853.484246831
6,1096216.9128662802
7,1095218.0483036542
8,1090067.1690523433
9,1091058.3453068302
10,1090785.6550895597
11,1114729.619583321
12,1118643.4891037622
13,1117946.3634885685
14,1117060.3980611337
15,1118975.0576979504
16,1117523.7805925796
17,1117412.5923960828
18,1112074.476865072
19,1111783.0318931884
20,1112113.255798073
21,1104833.5797239237
22,1099575.5592413342
23,1094832.9780511023
24,1090906.2047560702
25,1114639.955731387
26,1117950.4376820237
27,1121125.5344453966
28,1130480.9980007205
29,1133374.1866866737
30,1140010.7129256746
31,1144723.1039807156
32,1144713.3718603032
33,1142950.3988404048
34,1139605.1403359782
35,1147793.3509370477
36,1153918.2356649006
37,1157429.2879080644
38,1159384.5943104452
39,1155734.976589525
40,1164985.6371431944
41,1163441.5851502973
42,1166620.0668092968
43,1167235.7639265086
44,1161357.9168834875
45,1160701.5270852868
46,1177878.7347738002
47,1177950.698639914
48,1187063.4554083233
49,1188616.5825333176
50,1198546.0488988962
51,1191184.7971998136
52,1194156.8360848222
53,1200351.3846643956
54,1197774.2237424464
55,1201428.110014451
56,1199733.9550851253
57,1199077.7557560478
58,1202519.4415704173
59,1202079.669069153
60,1194918.7074846441
61,1194375.0143281599
62,1188345.5235710652
