,0
0,-1486.3164421077818
1,7732.376899536932
2,-1041.3510360042565
3,-2861.618244956713
4,2513.6825849860907
5,673.4079940528609
6,-2748.2985239150003
7,1565.882857108023
8,4937.260805729078
9,-5246.983242976246
10,7241.959046297008
11,-369.6380267890636
12,6785.887686857022
13,-5375.962987624342
14,6024.167946865084
15,-5186.56629451504
16,4005.3721915306523
17,2764.220539585687
18,-3096.673361935653
19,1988.783448144095
20,3626.420252203243
21,3376.857423546724
22,89.22342360089533
23,1458.303668661043
24,-1436.5579866277985
25,-845.3849453984294
26,-5885.674091506982
27,-675.7894410169683
28,2057.878715495346
29,-1175.245604036143
30,-2899.2451304437127
31,7582.832699907711
32,-3089.7797427293845
33,2010.6464480946306
34,4864.745629294775
35,-2175.395883243298
36,71.43781856261194
37,318.74774274858646
38,13252.96958634397
39,3371.125541696325
40,10564.350468523568
41,556.8256289379206
42,3824.5977183224168
43,-4725.296666162554
44,-2873.840427431278
45,1187.1889272495173
46,3768.6382429471705
47,3788.0709221023135
48,3551.323216706747
49,-310.343145016348
50,-429.1542052333243
51,4796.378833568422
52,3243.9094183105044
53,-2604.457843195414
54,-3045.1324579841457
55,2184.932927479036
56,-2145.8383232415654
57,-1310.2557005416602
58,126.80035706656054
59,1206.9293927107938
60,-3797.3775178224314
61,5783.214604618959
