,0
0,-20092.189322177554
1,-1773.0238109428901
2,13177.38818779611
3,-7199.130375796696
4,9260.47450921894
5,-5013.094837865792
6,10022.872828784632
7,12515.687906486215
8,-403.9827384436503
9,-3183.823475436773
10,-1100.1431277266238
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,109.48528437153436
29,-123.32889407686889
30,-589.4682086599059
31,2533.245757860597
32,-3438.4977594041266
33,-247.69243799662217
34,-2038.8125118957832
35,-503.4318715094123
36,-9419.712925982894
37,6793.541939555667
38,-7519.310197031591
39,7186.833955047885
40,7655.637082682224
41,-724.3244880263228
42,15301.866430898197
43,5597.139512296766
44,2019.2796419851948
45,-201.71819964330643
46,109.25478576309979
47,-3298.1881407455076
48,-1570.588645711774
49,-2507.0369647967163
50,-3353.161860023625
51,-8553.88067798526
52,-106.87571461498737
53,-5742.590437521692
54,3237.1961986550596
55,-10124.055330489995
56,1295.2776549383998
57,-5630.4559588180855
58,-1737.3501598304138
59,5044.390589572955
60,-894.0085551128723
61,0.0
