update,pg_mix_loss,pg_ex_loss,v_mix_loss,value_ex_loss,policy_entropy,policy_loss,intrinsic_loss,r_in,r_ex,last_v_mix,last_v_ex,ret_mix,ret_ex,actions
500,23.603033,0,0.96768284,1.6019514,42.441227,23.275389080047606,1.6019513607025146,[-0.60359246 -0.1437865  -0.28180075  0.8055794   0.949081  ],[-0.31962788 -2.0504735   0.86897266  1.0470454   0.28293785],[-0.2700438],[-0.05808336],[-0.46610803 -0.14767293  1.92009484  1.06290199  0.01626064],[-0.26541716  0.05475831  2.12649673  1.27022633  0.22543533],"[[-0.02166027  0.5037809   1.         -1.         -0.98507744  0.520248
  -1.          0.5064157   1.         -0.16180667 -0.4892024   1.
  -1.          1.         -0.44154814  0.9241221  -0.9200163  -1.
  -1.         -1.          1.         -0.08420303 -0.5970211   1.
  -1.          0.91086274 -0.22616966 -0.9343789   0.8252186   1.        ]
 [-0.00431077 -0.80361295 -0.83107907  0.35914043 -0.91394585 -1.
  -0.24369764 -0.29062545 -0.77583647 -1.         -0.6433845   1.
   1.          1.         -0.04959538 -0.00815286 -0.04664503  0.690266
  -0.6463739  -1.         -0.16048262 -1.          0.6631367   0.39201483
  -1.          0.75180995  0.0051159  -1.         -0.13268995  0.6860712 ]
 [ 1.          0.91453767 -0.05708143  0.57284707 -0.6940675  -1.
   1.         -0.6860284   0.83517796 -0.14879982 -0.21327664 -0.79457986
   0.00624043 -1.          1.          0.99836695  0.02382473 -0.86695355
   0.8098665   1.         -0.18699068 -0.81359524 -0.09317054  0.11286996
   0.23376459 -1.         -0.35138637  0.8172797   0.7645415  -1.        ]
 [-0.09167313 -1.          0.45160958  1.         -0.3074522  -0.84536403
   1.         -0.642554    0.85532963 -0.70179576  1.         -1.
  -0.78035915 -1.         -1.          0.7385818  -1.          1.
   0.0898216  -0.96760726 -0.9667447  -1.         -0.739462   -0.11712941
   0.89368135 -0.0397315  -0.27183753 -0.82215405 -0.4543472  -0.06239416]
 [ 1.         -0.40085682 -0.32511356 -0.44680083 -0.6828581   1.
  -1.          0.62146586 -1.         -0.01775035  0.9471031  -1.
   0.99743366 -1.         -1.         -0.45471537 -0.8923312   0.7104031
   1.          1.         -0.6413113   1.         -1.          0.7777067
  -0.8475578   0.18643601 -0.38237587 -0.43667197 -0.12346537 -0.6005707 ]]",
update,pg_mix_loss,pg_ex_loss,v_mix_loss,value_ex_loss,policy_entropy,policy_loss,intrinsic_loss,r_in,r_ex,last_v_mix,last_v_ex,ret_mix,ret_ex,actions
1000,64.29767,0,5.436517,2.9817646,41.40652,64.42725492477416,2.981764554977417,[-0.90125126 -0.7672103   0.4681836  -0.6510883  -0.67887723],[0.164863   2.2858534  0.5899563  0.38555697 0.2434077 ],[0.70286393],[1.2100934],[4.27631292 4.1540566  1.89015774 1.31345781 0.9383207 ],[4.76478277 4.64638361 2.38437396 1.81254311 1.44140014],"[[-0.06029743  0.48517027 -0.73307747 -0.65745884 -0.01366755 -0.5419773
   0.26858515  0.5331737   0.7536154   0.25015378 -0.33292848 -1.
  -0.02901085  1.          1.          0.9521579   1.         -1.
  -1.         -1.         -0.51992595 -0.47475854  0.1944967  -0.02438711
   0.44036478  0.16099453  0.81590724 -0.41680184 -0.23301518  0.5250849 ]
 [-1.         -0.8716961  -0.8877648   0.15065898  1.          0.11373007
  -0.12287454  1.         -1.          1.         -1.          0.80236316
  -0.17249064 -1.         -1.          0.1910084   1.         -0.33016828
  -0.4713099  -1.          0.5819361  -1.          0.36917555 -1.
   0.5120467   0.9777356   0.78215754 -1.          1.         -0.17297365]
 [ 0.00175646  0.44778305  1.         -1.         -0.35493463 -0.8854211
   0.75059986 -1.          0.19703469  0.71455705 -0.25748473 -0.09423353
   1.          0.5754775  -1.         -1.          0.08795223  0.7671425
   0.633211    0.79564744 -0.5290545   0.5043287  -0.87072796 -0.29545105
   0.30499604 -0.70968497 -0.20759161 -0.5452783   1.         -1.        ]
 [-0.26917714 -0.86991936 -1.         -0.274565    0.2988128  -0.01773487
  -1.         -0.64933515  0.5265929   0.08236803 -0.76685655 -0.19202845
  -1.         -0.5852193   0.60796124  0.83995664 -0.50779194 -0.46538484
   0.66524196  0.16489524  0.46124065  1.          0.1909004  -1.
  -0.0824561  -1.          0.31297788  1.         -0.2487085   0.4610006 ]
 [ 0.21014866 -0.17946187  0.20521496  1.         -1.         -0.21512266
  -1.         -0.0654814   1.          0.70871633 -0.1271319  -0.25918928
   1.         -0.46853286  1.          1.          0.5275343   0.28868893
  -0.16488938 -0.35390547  0.5125481  -0.09491265  0.19627766 -1.
   0.9094232   1.         -1.         -1.          1.         -0.6194057 ]]",
update,pg_mix_loss,pg_ex_loss,v_mix_loss,value_ex_loss,policy_entropy,policy_loss,intrinsic_loss,r_in,r_ex,last_v_mix,last_v_ex,ret_mix,ret_ex,actions
1500,124.32831,0,14.24497,5.4050264,40.525467,125.34755046844484,5.405026435852051,[-0.760003    0.24116412 -0.21193676 -0.48151407  0.1725246 ],[ 2.4945657  -0.63708764  0.07429576  2.9323645   1.2833222 ],[0.2555705],[1.115873],[6.25069044 3.7973529  4.47834578 4.4488245  1.53522622],[7.07587484 4.62758496 5.31785112 5.29652056 2.38803646],"[[ 1.         -0.53182465  1.          0.5750348  -0.62779266 -1.
   1.         -0.22571358 -1.         -0.96434957  0.80669993  1.
   0.13987488 -0.46829206  1.          1.         -0.5434564   1.
  -0.26631927 -0.9114031   1.          0.746502    1.          0.16999392
   0.17715521 -1.         -0.05163148  1.          0.9839621  -1.        ]
 [ 1.         -0.96845376  0.44949773  0.05487856  0.9106883   1.
  -1.          0.06481464  0.07508413 -1.          0.60885227 -0.17565341
  -0.44414622  1.         -0.51388717  0.38009557 -0.37214845 -0.05739415
   1.          0.961122   -0.9872777  -0.4841955   1.          1.
   0.22058623  0.6471622  -1.         -1.         -0.3417186  -0.10788611]
 [-0.5948933  -0.88532686 -0.05106854  0.8062372   0.4123909  -0.62459195
  -1.          0.29666528 -0.4439733   1.          1.         -1.
  -0.13911924 -0.2553097   0.6972921  -0.06450351 -1.          1.
   0.9310037   0.02107093 -0.42393106 -1.          0.5550346   0.8747472
  -0.7844311  -0.3234614  -0.736207    0.35202974  0.07329728 -0.1448878 ]
 [-1.         -1.          0.46316394 -0.3596106  -0.35926318  1.
  -0.39869466 -0.5714806   0.723361    0.79153    -0.74251455  1.
  -1.         -1.         -1.         -0.13376915  1.         -0.18608025
  -1.         -0.44284227 -0.93132514 -0.6393618  -1.          0.21616462
   0.83318716  0.7516343   0.6805303   0.27802855 -1.          0.59610337]
 [ 0.15467066 -1.          0.31931168  1.          0.454689   -0.48094362
  -0.32992005  1.          0.02952397 -0.6886917   0.4598509  -0.168294
  -0.5667425   1.          0.54074633  0.23024732 -1.          0.80241144
   0.15531021  1.         -0.7297038   0.69383657 -1.          1.
  -0.37685964 -0.9493033   0.4868707  -0.12440062  1.         -1.        ]]",
update,pg_mix_loss,pg_ex_loss,v_mix_loss,value_ex_loss,policy_entropy,policy_loss,intrinsic_loss,r_in,r_ex,last_v_mix,last_v_ex,ret_mix,ret_ex,actions
2000,-105.37577,0.7516619,13.230884,1.3612897,39.460526,-104.44728746414184,2.112951636314392,[-0.6662109  -0.0067307   0.6195713   0.46167126  0.28069335],[ 0.6530025   0.16007721 -1.405898   -2.9810424  -0.40885577],[2.7859411],[2.2986817],[-1.19778361 -1.86814842 -2.04854428 -0.6511835   2.34991551],[-1.66566587 -2.34208926 -2.52744088 -1.13287162  1.86683915],"[[ 0.73680335  0.2703731  -1.          0.5245991  -0.06486398  0.37888974
  -0.44060212  0.08782841 -0.6190524   0.33264697  0.20735508 -0.44328117
  -1.         -0.34042567  1.          0.83965564  0.1270873   0.52486354
   1.          0.02034182 -0.10467318  1.          1.         -1.
   0.5619892   1.         -0.04886788 -0.3672792  -0.06226686 -1.        ]
 [-1.         -0.07468777 -0.8873145   0.84480524  0.14483568 -0.6565478
  -0.67798    -0.02903375 -0.23979595 -0.03442477  1.          0.64223105
   1.         -0.6643102   0.01670416 -0.27769202  1.          0.8709342
   0.30876607  0.32817304 -0.7298685  -0.67978984 -0.25996014  0.04356878
   0.03241798  0.1389805  -0.0730802  -0.02006155 -0.07549545  1.        ]
 [ 0.8540862   1.          0.30399504 -0.54665715 -1.         -0.19600332
  -1.          0.0114595  -1.         -0.90115297 -0.09286924  0.5344445
   0.6999031  -1.         -1.         -1.          1.          0.31910482
   0.3301057   1.         -1.          1.         -1.         -0.83447677
  -0.6720474   1.         -0.6791489  -0.5262757  -0.74058545  0.92837   ]
 [ 0.6338385  -1.          0.98540366 -0.36999476 -1.          0.51217484
   1.         -1.          1.         -0.6161989   1.          0.0230324
   0.3725446  -0.21323901  0.15354323 -0.619919    1.          0.46603036
   0.0044021   0.34994432 -0.25623447  0.30379525 -0.7885939   0.735487
   0.82274616  1.         -0.84544826 -0.2521498  -0.54392594  1.        ]
 [-0.68364424  0.4577641  -0.01888865 -0.21829027 -0.6497567  -0.39416462
  -1.         -0.7103515   0.03913134 -0.11466758  0.7233968  -1.
   0.0811604  -0.8962837   0.50709254 -0.46754038  1.         -0.22140333
   1.          1.          0.5667927   0.13582493 -0.05584595  0.76664424
  -0.0259888   0.38548207 -0.31341782 -0.0289498  -1.          0.05520785]]",
update,pg_mix_loss,pg_ex_loss,v_mix_loss,value_ex_loss,policy_entropy,policy_loss,intrinsic_loss,r_in,r_ex,last_v_mix,last_v_ex,ret_mix,ret_ex,actions
2500,-85.49397,1.1913154,6.838932,6.0867815,38.70243,-85.19710388183594,7.278096914291382,[0.12500937 0.6954031  0.42020532 0.65550834 0.823821  ],[-1.1335067  -1.0939478  -0.51351094  0.650218   -1.9504396 ],[5.370274],[8.574793],[1.15120672 2.30652009 3.43300861 3.98544025 3.36890599],[4.19205708 5.37935731 6.538692   7.12343732 6.53860536],"[[ 1.          0.8779658  -1.          1.         -0.4144717  -0.7789873
   0.6380119  -0.6367266   0.97133386 -0.88229364 -0.76066625  0.7537374
   0.09195373 -0.33455712 -1.          0.7830391   0.4375656  -0.72514856
  -1.          1.          1.          0.4647127   1.          0.20750153
  -0.4935823  -1.         -0.69743395  1.          0.93810725  1.        ]
 [ 0.18225423  0.09616977 -1.          0.04562347  0.09184235  1.
  -1.         -0.45996034  1.         -0.9636425  -1.          0.45684245
  -0.8795668  -0.17166203 -0.7298293  -0.5103172  -0.50258005 -0.17419645
  -0.21055311  0.5592401   0.92279863 -0.14194246 -1.         -0.73872304
   1.         -1.          0.00766475 -1.         -1.         -0.35358104]
 [ 0.75172913  0.17958494 -0.7555309  -0.63966984 -1.          0.5870117
  -0.3949963  -0.22045442 -0.12203588  1.         -0.855355    0.1490679
   0.47460574 -1.         -0.25045025 -0.9328857  -0.2068002   1.
  -0.9279205   0.91980845 -0.20082535 -1.         -0.37617347 -0.81301785
  -0.9010619  -0.85455537  1.          1.         -0.9819072  -1.        ]
 [ 1.          0.28968692 -0.24527994  0.18202673  0.89583266 -1.
   0.8411536   0.50582606 -0.56256366  0.40464303  0.3505149   0.94164133
  -1.         -0.19639917 -0.6428604  -1.         -0.81207407  0.963815
   0.34763855  0.74465317 -0.4021203  -1.         -1.         -0.45037705
  -0.22393236  1.          0.67393965 -1.         -1.         -0.05793487]
 [ 1.         -0.07450423  0.8420696  -1.         -0.06343053  0.30435544
  -1.          0.59037226  1.          0.18579814  1.          0.9127328
  -0.31770313 -0.9475409  -0.70339763 -0.0621755  -0.70449394  0.7106861
   1.         -0.6697601   0.01508662 -0.15572166  0.9297106  -0.89287233
  -0.22968516 -1.         -0.13838069  0.00193387  0.42983365 -0.9331678 ]]",
