,0
0,3225.1856158161536
1,-1731.1406224686652
2,2219.1482664071955
3,-4547.750899434788
4,-3516.4628544200677
5,7003.55884873122
6,-2601.8594523069914
7,-1246.4046658619773
8,-1967.6310329921544
9,-2113.451478545554
10,-4150.0757939466275
11,8988.957940659951
12,131.87272389885038
13,11793.062858719146
14,11373.357934603468
15,1261.192659425782
16,-1579.2923497359734
17,-7124.177239708602
18,-9060.76075089234
19,8805.107446751092
20,-1712.828482103534
21,10484.65802566288
22,458.37906537391245
23,7806.407448943239
24,-6313.17681653006
25,6393.820013132179
26,7051.6050577000715
27,9508.637895148713
28,7132.272033230169
29,5968.206431064755
30,546.9294410243165
31,2629.498431360349
32,5087.140639810823
33,1620.6065889762249
34,-691.2941191650461
35,62.37424214789644
36,1990.2602959650103
37,435.82611447083764
38,20426.13286153553
39,-13087.905567974085
40,357.22716018534265
41,-2506.2921795067377
42,1595.954263413325
43,-7026.100343688391
44,-6135.360922022024
45,715.814612231683
46,-1337.6919628016185
47,-1659.7487586315256
48,4398.059232658707
49,1956.7150375023484
50,-1544.5674105358776
51,3786.8794534376357
52,-18157.891716240672
53,6856.550023684278
54,-701.7651166641153
55,-2988.4837674284354
56,-1448.2019814485684
57,14505.957497306634
58,-701.5433308877982
59,2900.561300248839
60,-2894.109771730844
61,-2259.0173503656406
