update,pg_mix_loss,pg_ex_loss,v_mix_loss,value_ex_loss,policy_entropy,policy_loss,intrinsic_loss,r_in,r_ex,last_v_mix,last_v_ex,ret_mix,ret_ex,actions
500,12.541357,0,0.5371178,0.53907406,42.43561,12.170712701082229,0.5390740633010864,[-0.7286005   0.08019799 -0.4917368  -0.37693796 -0.79754966],[-0.24705043 -1.9087281   0.65528685  0.5146371   0.2135274 ],[0.22788966],[0.03612932],[-0.5732584  -0.32950299  1.5951769   0.94938389  0.43913816],[-0.75562057 -0.51370721  1.40911204  0.76143958  0.24929543],"[[ 1.         -0.8260417   0.2038203   0.49855655  0.43205634  0.21864223
  -0.67818165  0.5030075  -0.93906283 -0.38340956  0.01238526 -1.
   0.6152648   0.42741692 -1.         -0.67384887  0.46805397 -0.6464399
  -0.2732375  -0.13843216 -0.66562426 -0.8377946   0.00538647  0.74057627
  -0.9970999  -0.21240658 -1.         -1.         -0.5643028   0.53834987]
 [ 0.2460414   1.          0.65539354  0.6649557   0.3173647  -0.8017803
  -0.93038213 -0.5938763   1.          0.2087053   0.7585296   1.
   0.07396568 -1.         -0.8839423  -0.12602308 -0.02850384 -0.34915808
  -0.08128898 -0.13817957 -0.39169207  1.          0.3025608   0.2655605
   0.57586783 -0.16766436 -0.21222712  0.28528082  0.5922572  -0.13390493]
 [ 1.          0.13596384  0.72172457 -0.28609276  0.8815756   1.
  -0.46092254 -0.06124778  0.34605536  0.37098444  0.15844801 -0.09504464
   0.13401145  1.         -0.06187091 -0.04480692  0.42932358  0.49218583
   0.7974357   0.4987999   0.16177002 -1.         -0.5086024   1.
  -1.         -1.         -1.         -0.25910833 -1.         -0.4719493 ]
 [-0.84195185 -1.          1.          0.7716369   1.         -1.
   0.56827945  0.43467554  1.         -0.05509394 -0.14165112 -0.74827087
  -0.52373785 -0.607245    0.532028    0.00394825 -0.0118824  -0.7840319
  -0.81741196 -0.19957983  0.39128822  1.          0.59813774 -0.03937685
  -0.06438217  0.2426373   0.31322965 -0.8400362  -1.          0.41666746]
 [ 1.         -1.         -0.4694616  -0.94090146 -1.          0.4167114
   0.8990259  -1.          0.5218974   1.          0.6988889  -0.2685243
   0.49589488  0.14248636 -0.48933414  0.35323924  1.         -1.
   0.8590687   0.12479681  0.7085279  -0.28807947 -0.40624183 -1.
   0.15450254 -0.80466855  0.7576372  -1.         -0.04288091  0.4051712 ]]",
update,pg_mix_loss,pg_ex_loss,v_mix_loss,value_ex_loss,policy_entropy,policy_loss,intrinsic_loss,r_in,r_ex,last_v_mix,last_v_ex,ret_mix,ret_ex,actions
1000,36.3755,0,4.4765368,4.2211275,41.41209,36.409032497406,4.221127510070801,[-0.7471463  -0.6772589   0.65800184 -0.27815536  0.4489231 ],[ 0.1460738   2.6247694   1.0614492   0.71892184 -1.0962493 ],[1.1626817],[1.800491],[4.53513702 4.43339718 1.8268967  0.77317932 0.05480554],[5.14168729 5.04607423 2.4457624  1.3982962  0.68623672],"[[-0.42135072  0.12028708 -0.75794226 -0.5154015  -0.4444762  -1.
   1.         -1.         -1.         -1.          1.         -0.8491611
   0.47555763  0.29805955  0.7706257  -1.         -0.24179915 -0.44335902
   0.8272442  -0.54873717  0.856395    1.          0.7208824  -0.77030337
   0.5096411  -0.75563115  0.4669392   1.         -0.49080217 -0.9022587 ]
 [ 0.5740488   0.67707664 -0.8755989   0.5858128  -0.6991168  -0.39532053
  -0.5080746   0.25450617 -0.1684638  -0.05791843  1.         -1.
   0.679435    1.          1.         -1.          0.39160836 -0.23904307
   0.35362905  0.13159469 -0.11530563 -0.69138587  1.          0.63896406
   0.23803392  0.8697845  -0.39392787  0.34025267 -0.79988223 -0.952999  ]
 [-1.         -1.         -0.20663193 -0.12510185  1.          1.
   0.49157998  0.61084384 -0.17153163 -1.          0.98574185  0.5034364
  -0.83626896 -0.02627456  0.01547491  0.1027447  -1.         -0.21728411
   0.14533268  1.         -0.2401718  -1.          0.8597365  -0.58384943
  -0.8255242   0.5649129  -0.3137384   0.6523377   0.4749437   1.        ]
 [ 1.         -1.          0.4457958  -0.1594212   0.898476   -0.7367708
   0.35530984 -0.45520243  0.44641092 -0.5701754  -1.         -0.04447335
   0.16319174 -0.41924316 -1.         -1.         -1.         -0.7786857
   0.2333754   0.173917    0.3159069   0.46007997 -0.4113076  -0.0941323
   1.         -0.66665465 -0.5731723  -0.6638336   0.6175853   0.44473946]
 [-1.         -0.0567965  -0.99586517 -0.0131382   0.8580581   0.81033814
   1.          0.16047303 -1.         -0.391179    1.          0.5546572
  -1.          1.         -1.          0.08324619 -0.11047827 -0.33616439
   0.07175055  1.          1.         -1.         -1.          0.38047537
  -0.41580185 -0.19272485  0.02537189  1.          0.94574827 -1.        ]]",
update,pg_mix_loss,pg_ex_loss,v_mix_loss,value_ex_loss,policy_entropy,policy_loss,intrinsic_loss,r_in,r_ex,last_v_mix,last_v_ex,ret_mix,ret_ex,actions
1500,183.27539,0,34.30812,11.433681,40.074535,186.30545734405516,11.433680534362793,[-0.3386306  -0.6752031  -0.41912776 -0.15866812 -0.38199198],[ 4.071296   -0.922337    0.20854743  4.215565    2.1720717 ],[1.3470367],[1.0723827],[10.82044055  6.81731751  7.81783283  7.68614687  3.50563805],[10.5592473   6.55348594  7.5513363   7.41695846  3.23373056],"[[ 0.39861736 -0.5914053   0.22393993  0.9360191  -1.         -0.16193664
   0.8940552   0.91392124 -0.28294247  1.         -0.03851859  0.4623724
   0.19120413  1.         -0.22036219  0.0474504   0.72751945 -0.42301655
  -0.44412696 -0.23127526  1.         -0.28851616  0.07815106  0.38979745
  -0.80542195 -0.878864   -0.63856125 -1.         -0.67649806  0.45327356]
 [ 1.         -0.21293429  0.02831817  1.         -0.02208747  0.98439217
  -0.66647625  1.          1.         -0.36712193  1.         -0.7489701
  -0.60233986 -0.8467546  -0.84028757 -0.82339925  0.05898499 -0.5312315
  -0.01206942  0.83443093  0.49006236  0.9977162  -0.94616866  0.65728086
   0.2669089  -0.37028676  0.2607712  -1.         -1.          1.        ]
 [-0.09837    -1.          0.73343277 -0.0018166  -1.          1.
   1.          0.16796665 -0.18002564 -1.          0.92598337 -0.52783996
  -0.51053464 -0.19320624  1.          0.83202165  0.5732848   1.
   0.28800347 -0.873742   -0.9999206  -0.27126175  1.          1.
   0.21493216  0.4794078   0.6817976  -0.17131647  1.         -0.73480546]
 [ 0.19017701 -1.          0.68503106  1.          0.26257002  1.
   0.12254453 -1.          0.28121218  1.         -0.59674174  0.3799373
  -1.          0.8335408   1.         -0.6954968  -1.         -0.06919441
   0.3558338  -0.09620261  0.43024564  0.39530465  0.82180846  0.6157198
   0.606141   -0.2924867  -1.         -1.         -1.          1.        ]
 [ 1.          1.         -0.33353102 -0.5067346   0.35862103 -1.
  -0.12375076 -1.         -0.8681639  -1.         -0.15606281  0.21126077
   0.30908674 -1.         -0.3939047  -0.17027181  0.53572416 -0.3931827
  -1.          0.5616424  -1.          0.626845   -1.          0.15396416
   0.48922914 -0.53111386 -0.474205   -1.         -0.35946447  0.4619227 ]]",
update,pg_mix_loss,pg_ex_loss,v_mix_loss,value_ex_loss,policy_entropy,policy_loss,intrinsic_loss,r_in,r_ex,last_v_mix,last_v_ex,ret_mix,ret_ex,actions
2000,-68.25888,0,5.616263,2.0976572,38.745956,-68.08471388816834,2.0976572036743164,[ 0.2907503   0.7024784   0.5898683   0.5083374  -0.20111932],[ 0.473574    0.23376282 -0.77198154 -2.6476014   0.06308845],[4.239777],[6.167953],[1.47200347 1.00851461 0.78257757 1.57026172 4.26046776],[3.30567959 2.86071271 2.65348474 3.46006695 6.16936193],"[[-0.6012307  -1.          0.01963991 -0.7015635   1.          0.6885156
   0.05615073  0.24484637  0.39899856 -0.5756987  -1.         -0.00171256
  -0.26561958 -0.99704194  0.34619123  0.12343104 -1.          0.10454828
   1.          0.6858097   0.17609015 -0.40016097  0.1536656  -0.6098177
  -0.32887933  1.         -1.          0.0976459  -0.1949092   0.49419266]
 [-0.03181383 -0.0173558  -0.14223766 -0.24546322 -0.7747106   1.
   1.         -0.26303458  1.          0.00687322 -0.6738988   1.
   0.07148138  1.          0.73031396  0.9323548  -0.15688302 -1.
   0.5173577  -0.9516888  -0.5092802   0.19804242 -0.19566523  0.7846139
   1.         -1.          0.05470421 -0.6611347  -0.00602167 -0.2696154 ]
 [-0.11312744  1.          0.41402218 -0.01792833  0.06224014  1.
  -1.         -0.03402002  0.22715658 -0.03955895 -1.          0.8474829
   0.2514512  -1.         -0.94725317 -1.         -1.         -0.78187776
  -0.52997845 -0.8189504   0.18426321  0.39463124 -0.47325662  0.34401774
  -0.04600087 -0.3654853  -1.         -0.37583292  0.6063063   0.02392611]
 [ 0.96279985  0.30452055  0.21953037  0.87859064 -1.         -0.79172564
  -0.85394824 -1.          1.         -1.         -0.7049825   1.
  -0.82812643 -1.          1.          0.9513577   1.         -1.
  -0.62848425  0.10054769 -0.7413806   0.72317207 -0.65937334  1.
  -0.76191556  1.          1.          0.84478194  0.21117283  0.86058575]
 [-1.         -0.18637067 -0.50238097 -0.49936214 -1.         -0.51560855
   0.77229655  0.6493899   0.61969346 -1.          1.          1.
   0.5678524   0.30737525 -0.45429975 -0.99146813 -0.7242556  -0.97612596
   0.6580676   0.5390439  -0.53431386 -0.87260675 -0.26267946 -0.32407835
  -0.18887739  0.19870067 -0.34599122  0.6578736   0.4203742   0.04326813]]",
update,pg_mix_loss,pg_ex_loss,v_mix_loss,value_ex_loss,policy_entropy,policy_loss,intrinsic_loss,r_in,r_ex,last_v_mix,last_v_ex,ret_mix,ret_ex,actions
2500,-139.65776,0,19.853653,19.48341,37.74662,-138.04986152648925,19.483409881591797,[-0.11644804  0.48475564 -0.23137179  0.40485105 -0.04638262],[-1.8771876  -0.54691994 -1.6430051   1.1012504  -3.1874418 ],[8.442326],[13.770075],[2.00631822 3.92273317 4.51480112 6.22000632 5.17046051],[ 7.07295475  9.04054784  9.68431089 11.44173336 10.44493227],"[[ 1.00000000e+00  5.52994490e-01 -1.23112716e-01 -1.04631960e-01
   5.00546694e-02 -8.39746475e-01 -5.46291471e-01 -1.00000000e+00
   7.81090915e-01  1.00000000e+00 -9.46109474e-01  7.07864344e-01
  -1.00000000e+00  1.00000000e+00 -5.48644006e-01  6.88144445e-01
  -1.00000000e+00  9.99101162e-01 -7.05981016e-01 -9.73623872e-01
   7.44249225e-02 -4.26561773e-01 -1.00000000e+00 -1.00000000e+00
   6.63153231e-02  1.00000000e+00 -1.00000000e+00 -1.00000000e+00
   8.86257768e-01 -6.74867570e-01]
 [-9.49270010e-01  1.29672110e-01 -3.82665277e-01 -8.68223429e-01
   8.76852989e-01 -1.00000000e+00  1.00000000e+00 -1.00000000e+00
   8.13651830e-04 -7.40661919e-01 -1.00000000e+00  3.29764962e-01
  -5.06140113e-01  3.40585619e-01 -4.10032213e-01  1.00000000e+00
  -1.00000000e+00  5.60894430e-01 -2.24333704e-01  7.23503590e-01
  -8.86354923e-01  5.17392755e-01 -1.00000000e+00  6.53630912e-01
  -4.16652560e-01 -1.77230313e-01 -1.89834058e-01  1.33376211e-01
   5.21680117e-02  1.00000000e+00]
 [ 2.40934372e-01  3.65616381e-01 -1.00000000e+00  1.71012014e-01
   2.07099870e-01  3.35427463e-01  1.00000000e+00  2.36260518e-01
  -4.26765203e-01 -1.00000000e+00 -8.35088074e-01 -4.24198657e-01
  -1.00000000e+00  1.00000000e+00 -4.37840909e-01  2.04746425e-02
  -9.56989288e-01 -5.00961721e-01 -2.77601779e-01  1.00000000e+00
   1.00000000e+00  1.00000000e+00  5.96870303e-01  9.95545834e-02
   8.93192887e-01  6.29056096e-02  5.33022881e-02 -9.43799734e-01
   6.89549446e-01 -9.03663754e-01]
 [-7.41133511e-01 -1.25602961e-01 -1.00000000e+00  9.96534586e-01
   5.68915308e-01 -9.16241527e-01  1.00000000e+00 -1.40254632e-01
   5.32061398e-01  1.00000000e+00 -7.56519496e-01 -4.10881460e-01
   5.69740534e-02  1.00000000e+00 -6.66955888e-01 -3.42974037e-01
  -5.01264930e-02 -8.04774046e-01 -5.11245169e-02 -9.97642994e-01
  -8.39450955e-02  1.00000000e+00 -2.15016961e-01  4.94802833e-01
  -1.00000000e+00 -8.51096809e-01 -1.00000000e+00 -4.39462721e-01
   1.00000000e+00  1.94505781e-01]
 [-5.32038271e-01  3.20943981e-01 -9.78115350e-02  1.00000000e+00
   8.87685895e-01 -4.90309447e-02 -3.22093368e-01 -3.54594111e-01
   1.00000000e+00 -9.39362645e-01 -8.07123303e-01 -6.45330906e-01
  -6.80587351e-01  4.14208174e-01 -6.06604218e-01  1.65405452e-01
  -4.01787311e-01  4.97491598e-01  8.96046340e-01 -1.00000000e+00
   1.00000000e+00 -1.00000000e+00 -6.08476698e-01 -2.25900099e-01
   9.29490328e-01  1.00000000e+00  1.75890625e-02 -8.90507340e-01
   1.00000000e+00  4.44410473e-01]]",
