,0
0,-19803.430167560233
1,1054.7290676834527
2,13985.218468486099
3,-6351.732277892763
4,5463.775570629165
5,-3031.3577010559384
6,7813.171579654096
7,9154.175793827279
8,-4808.950309283566
9,-525.5153430073988
10,-985.3143059425056
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,352.66956952167675
29,-152.02362344111316
30,319.49355357978493
31,3494.8668908260297
32,-3077.0504101968836
33,968.0645286217332
34,-1166.885221172357
35,-1111.86218214361
36,-8803.880704808747
37,6925.280268433504
38,-4671.737364838598
39,4416.098761280999
40,4156.72913842788
41,-1135.6340322853066
42,12763.047623619903
43,2712.404882567469
44,2577.106939808
45,-1096.1977883758955
46,-1306.2207307261415
47,-8721.987636359874
48,-1820.220600305358
49,-3637.0993754949886
50,-6179.781038805377
51,-17335.60002888902
52,-578.5869930244517
53,-8442.11894944543
54,4632.473105941666
55,-13616.34304440394
56,56.730230134911835
57,-11065.596411056351
58,6626.970467827516
59,15818.690664717928
60,-1381.6736804186366
61,0.0
