,0
0,-23777.64255911461
1,829.6782412745524
2,20038.649849529378
3,-10588.341643378837
4,16009.397804274224
5,-8819.313630599529
6,8491.788918179693
7,9404.531411370263
8,-7537.807672231458
9,-3495.5070203235373
10,-971.1714151664637
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,-3.946300638606772
29,-80.74571542954072
30,-424.0198427999858
31,2228.820859454572
32,-2973.601093604462
33,975.1213890407234
34,-1086.5997702255845
35,-579.0395589689724
36,-10634.02252826863
37,7028.608634520322
38,-8381.422864332795
39,4281.617905418854
40,4244.000088347355
41,-1389.0713994351681
42,13072.933321322314
43,2220.09794834489
44,1565.9026376218535
45,2407.6373333879746
46,-43.58919103583321
47,-7882.207967852242
48,-949.0891381772235
49,-4784.278865986038
50,-6575.1001186226495
51,-16302.755778693594
52,-1539.6974637839012
53,-8813.332478587981
54,7149.696327781305
55,-15906.019119536038
56,-3081.2643195288256
57,-7552.6469655120745
58,5779.9520997731015
59,215.00352238863707
60,-1298.3165858853608
61,0.0
