,0
0,-5189.884460832458
1,2792.4738266307395
2,1826.3490887170192
3,2694.248201267328
4,4476.295758237597
5,348.96987802674994
6,4564.392278366955
7,108.73559459857643
8,-4824.293029159075
9,311.4914405271411
10,-7108.23054226907
11,-114.1361627546139
12,-4278.412132964237
13,8799.743695020908
14,20925.398583270377
15,10289.74804336694
16,-1179.6574338111095
17,529.3757737174165
18,873.1663141504396
19,641.3893736414611
20,-260.5876697988715
21,608.4791769380681
22,466.40845359745435
23,-521.359079536749
24,783.7596004288644
25,-3509.5422748452984
26,-649.066878880607
27,2878.526120026596
28,586.5557831856422
29,46.965163613436744
30,-8492.788544030162
31,-4316.077078818576
32,925.4279000824317
33,6705.091464154422
34,-3301.260310147889
35,-1268.9339519536588
36,1485.8227696376853
37,-959.2349914421793
38,2292.7564876417164
39,-515.0481973739807
40,5070.872178274207
41,1892.6461619392503
42,-10461.901024983497
43,3721.8238404479343
44,-375.52699650404975
45,4482.292815219611
46,16822.58167442563
47,6853.859804624692
48,2102.9467116263695
49,3909.939762481721
50,3488.4742912063375
51,4433.704734351719
52,472.18104778486304
53,5034.335788499564
54,-4612.651422965806
55,-353.72140143532306
56,-892.0973262612242
57,-1791.6924506293144
58,-2206.611612176057
59,1085.8279871980194
60,665.9628438095096
61,9847.805945466738
