,0
0,82.64100000017788
1,-2886.00179866713
2,-6430.277493170346
3,-4558.472100159037
4,1594.7030767435208
5,3639.978824870428
6,-13670.591233472107
7,9094.082513174275
8,-18500.846044648322
9,1674.9687065670732
10,-15483.352464189404
11,4668.922303218278
12,13849.429991966346
13,-13357.14754939091
14,11327.754086976638
15,-11542.280323785264
16,8411.690925272298
17,25382.642848338
18,656.5992412798805
19,-18240.912269508233
20,5180.323938562418
21,10615.647867736872
22,-10151.148241704446
23,-20595.314069634886
24,-3679.652732769726
25,-6301.342704187729
26,-19752.38837184955
27,22297.17485997756
28,17340.89615699381
29,19068.097572240513
30,3990.8846485445974
31,2559.2692087829346
32,14543.358469498577
33,-6890.223829366849
34,1938.3336537545547
35,12752.945809053374
36,-4575.7254518425325
37,-11450.402089762385
38,22384.209640130517
39,3047.1109188311966
40,7672.372623065603
41,756.047444605967
42,5962.090293864603
43,-8854.319594366825
44,-490.51193603139836
45,2650.1472417277982
46,19071.752828715253
47,1243.1279021559749
48,-1375.541986164404
49,4673.655764108989
50,9471.086189864902
51,11980.117216450395
52,2213.982258547796
53,-1794.7567047802731
54,-4400.129073668737
55,2696.335629874142
56,3370.347514406778
57,7564.568080774276
58,-150.6525813525077
59,7080.2758140810765
60,10435.08044035593
61,-5626.163748159306
